Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2010-01-04,85.76844024658203,85.81384655502683,84.39105974228248,85.04191044173733,118944600
2010-01-05,85.9954605102539,86.03330294241766,85.4051555217439,85.7154472984422,111579900
2010-01-06,86.05603790283203,86.2679417438128,85.84413406185128,85.9122435361894,116074400
2010-01-07,86.4193115234375,86.52526345100075,85.65493909691946,85.89711575619933,131091100
2010-01-08,86.7068862915039,86.74472873659897,86.01819882755613,86.19226021752192,126402800
2010-01-11,86.82797241210938,87.13068885935733,86.45713494852222,87.09285219042441,106375700
2010-01-12,86.01820373535156,86.43444178541355,85.68520867614453,86.25281074127643,163333500
2010-01-13,86.7447280883789,86.9869047229168,85.79872470753614,86.23766588804791,161822000
2010-01-14,86.97931671142578,87.13824455297242,86.59334579684382,86.64632174402603,115718800
2010-01-15,86.0030517578125,86.911212618453,85.67005674773621,86.82796963987987,212283100
2010-01-19,87.07771301269531,87.13068896842462,85.9652121684335,85.98792109855702,139172700
2010-01-20,86.1922378540039,86.6160454141641,85.50355056874356,86.48739037253618,216490200
2010-01-21,84.53484344482422,86.47982578852006,84.4288915485875,86.21494604792828,344859600
2010-01-22,82.65040588378906,84.56511541356973,82.5595874990686,84.15644134324553,345942400
2010-01-25,83.07421875,83.55857772538009,82.80177512639551,83.40721374121581,186937500
2010-01-26,82.72608947753906,83.60398325568588,82.52175531825071,82.74879263146605,211168800
2010-01-27,83.1196517944336,83.30885249189487,81.98444760966595,82.62015918164124,271863600
2010-01-28,82.16606903076172,83.43749779961853,81.66658225046783,83.39209148521356,316104000
2010-01-29,81.2730484008789,83.09694583444004,81.14439331668785,82.52177411683424,310677600
2010-02-01,82.53690338134766,82.5444730253064,81.3562929774311,81.84821590371185,187865000
2010-02-02,83.53588104248047,83.69480891869034,82.40067697759868,82.68826570269447,216327900
2010-02-03,83.1196517944336,83.61157476262231,82.87747513264104,83.1574884695576,172730700
2010-02-04,80.55408477783203,82.5142010855291,80.53894548975634,82.47636441323314,356715700
2010-02-05,80.7205581665039,80.88704986792686,79.14640756622852,80.6448732966495,493585800
2010-02-08,80.13783264160156,81.22763031199604,80.07728704348052,80.78111374328596,224166900
2010-02-09,81.14437866210938,81.84820533679597,80.4254127014598,81.07626342316766,337820500
2010-02-10,80.98544311523438,81.43195385167571,80.30431966020537,81.01571591034069,240511500
2010-02-11,81.83306884765625,81.92388724470051,80.41028193763907,80.87950166144869,223591600
2010-02-12,81.76498413085938,81.81039045615313,80.60707664428637,80.97033879453197,304622100
2010-02-16,83.0515365600586,83.13478532887653,81.59847658896804,82.3855521834622,159317500
2010-02-17,83.44505310058594,83.5585746410324,83.05151253023095,83.45261696905575,168845100
2010-02-18,83.9369888305664,84.11105021525752,83.27856841391136,83.30884121428075,193708600
2010-02-19,84.11103057861328,84.43645588917722,83.52072554408913,83.71749581357884,222684900
2010-02-22,84.1261978149414,84.44405358930794,83.8764515176762,84.42135043027417,132346900
2010-02-23,83.10453033447266,84.15648597612814,82.88505678545808,83.89917574387206,207497000
2010-02-24,83.86888885498047,84.00511359446995,83.14235883568577,83.3542627029033,176350700
2010-02-25,83.75536346435547,83.81590907336117,82.44609786980271,82.6731352426535,259634700
2010-02-26,83.80831909179688,84.09590777781409,83.33153552795429,83.8310222461781,173589300
2010-03-01,84.67861938476562,84.76186811000346,84.13372073737027,84.1564238853544,147709700
2010-03-02,84.91324615478516,85.32192023598977,84.76188795016658,85.04190698005087,160992400
2010-03-03,84.98892974853516,85.49598607769569,84.77702018174338,85.13271830856937,150785000
2010-03-04,85.24624633789062,85.36733752813431,84.78459627949164,85.10245199296268,135770400
2010-03-05,86.46469116210938,86.53280061997751,85.59436707658575,85.79870699808059,176118800
2010-03-08,86.4798355102539,86.66903617108088,86.32847729117071,86.47227164106191,114631200
2010-03-09,86.6236343383789,87.02473883623686,86.17712352723778,86.22252984052095,154556700
2010-03-10,87.00959014892578,87.24419709190242,86.58578256833695,86.66146166859278,186088800
2010-03-11,87.37284851074219,87.39555743642644,86.54036689461432,86.80524662148069,160791100
2010-03-12,87.38043212890625,87.7664030920437,87.13825551504364,87.7512638058327,162074800
2010-03-15,87.40315246582031,87.46369807467438,86.72959844567315,87.22909105779867,146816800
2010-03-16,88.09941864013672,88.18266163792012,87.40315566075776,87.64533233107954,168673000
2010-03-17,88.6216049194336,88.90919367289978,88.10697879496186,88.36429474417125,177468100
2010-03-18,88.57615661621094,88.75021794075128,88.22045855222291,88.62913255506378,196509100
2010-03-19,88.12782287597656,89.13091590070135,87.7858557871268,88.12782287597656,226641100
2010-03-22,88.59899139404297,88.75857955442584,87.57310146396708,87.62629558485325,184477800
2010-03-23,89.22212982177734,89.29812059395795,88.43940805491664,88.72818110601695,182941600
2010-03-24,88.78897094726562,89.23732636280808,87.83147677431441,88.88776416983352,196072600
2010-03-25,88.64459228515625,89.79966713245092,88.53820404123665,89.38930999259343,223396300
2010-03-26,88.59139251708984,89.22972193992541,88.24183033824312,88.81176980765663,205808500
2010-03-29,89.15372467041016,89.31330701448461,88.67497763818682,89.03973562529308,134513500
2010-03-30,89.21450805664062,89.54127351824079,88.8421493019828,89.2601013496983,145772500
2010-03-31,88.91053771972656,89.30569311414952,88.61416972447863,88.87253944434696,161078700
2010-04-01,89.51847076416016,89.86043203420768,88.98652392464761,89.51847076416016,161215200
2010-04-05,90.24799346923828,90.30878259065243,89.60965841374777,89.86043310689485,105847600
2010-04-06,90.46080017089844,90.62038253876176,89.89086065807604,89.98964808645108,110384200
2010-04-07,89.94404602050781,90.7039652969246,89.526088099389,90.27841235740287,184576300
2010-04-08,90.25560760498047,90.40759493501828,89.36650346572361,89.632474046135,158704000
2010-04-09,90.84834289550781,90.88633537696428,90.2784034941501,90.44558084846071,133006500
2010-04-12,90.99272918701172,91.22830809648589,90.85594349038031,90.96233172134654,110279000
2010-04-13,91.06111145019531,91.2206937730143,90.43037717591818,90.90152912737632,125043600
2010-04-14,92.0946273803711,92.0946273803711,91.25111644264555,91.39549717590681,161609000
2010-04-15,92.17059326171875,92.38336969345713,91.91221773909149,91.9426152004431,144615300
2010-04-16,90.70394897460938,92.17059314607785,90.24039783559397,91.84382768411162,366786700
2010-04-19,91.04592895507812,91.13712135773532,90.02763988183122,90.43799699720246,217947800
2010-04-20,91.85901641845703,91.93501296473035,91.09150232105436,91.61584254446088,157708000
2010-04-21,91.69184112548828,92.12499477933498,91.1826909236818,91.91221256185926,192910100
2010-04-22,91.96541595458984,92.0794049903189,90.52157416109911,91.04591444909566,115360300
2010-04-23,92.5657730102539,92.60377129636838,91.66906795656249,91.90464689456813,177335500
2010-04-26,92.21619415283203,92.80133518604688,92.12500755898701,92.59615375444875,143457300
2010-04-27,90.03522491455078,92.20858838516747,89.86044095619596,91.6842481055492,355853300
2010-04-28,90.71916198730469,90.94714009147008,89.87565111870641,90.4683930299916,300674100
2010-04-29,91.8438720703125,92.03385194704279,91.24353496411767,91.26633162168919,193775000
2010-04-30,90.28598022460938,91.957805608602,90.26318358080822,91.859012421834,270000900
2010-05-03,91.45629119873047,91.70706597180653,90.58238280019916,90.71916851299297,182747900
2010-05-04,89.30567932128906,90.45315864740097,88.84972907576731,90.43796281822975,360353400
2010-05-05,88.77375030517578,89.51847358487043,88.12782022044262,88.57616971297554,328973200
2010-05-06,85.82527923583984,88.91054943798912,79.79151872640048,88.34821083413709,647356600
2010-05-07,84.54862213134766,86.45601538171255,83.14277259936118,85.59730866812005,637558800
2010-05-10,88.27218627929688,88.64454493411354,87.32228761047381,88.00621001384933,396159600
2010-05-11,88.02143859863281,89.18411399774307,87.32231435570318,87.4438984077364,317849800
2010-05-12,89.25249481201172,89.3816854635962,88.21900438567117,88.37099168232275,235607100
2010-05-13,88.14303588867188,89.42730133041945,88.06704512002284,89.00934340626372,234452500
2010-05-14,86.54718017578125,87.64146546349616,85.7720652954647,87.4818831586581,345601400
2010-05-17,86.5927963256836,87.02595006681123,84.93617212672237,86.78277613841894,325739800
2010-05-18,85.41492462158203,87.55789666870285,85.13375241268481,87.29952110960632,360556800
2010-05-19,84.9285659790039,85.69608014751375,83.86467800755972,84.9361609961569,394742700
2010-05-20,81.72171783447266,83.50752693414356,81.66852371823477,83.11996648856812,530418300
2010-05-21,82.9147720336914,83.11994763615208,80.06507545787777,80.48303327475278,500909400
2010-05-24,81.85087585449219,83.12754002293777,81.77488511305225,82.46640839719423,269823000
2010-05-25,81.9344711303711,81.97246940167769,79.32034776252122,79.87509121589763,396505200
2010-05-26,81.44053649902344,83.1883529185895,81.19736259521386,82.43603455957286,349719300
2010-05-27,84.16864776611328,84.19904522823325,82.66400527865208,82.97557491708939,300870500
2010-05-28,83.11235809326172,84.13824776857322,82.71719689533306,84.07745284616529,297933500
2010-06-01,81.714111328125,83.55311441596962,81.59252726992973,82.33724484539977,277909400
2010-06-02,83.84185791015625,83.84945292518492,81.69888673462613,82.13204029783792,240243700
2010-06-03,84.13062286376953,84.39659332599227,83.27191657210146,84.08502958388027,226618300
2010-06-04,81.174560546875,83.08195917037544,80.90098919857522,82.53481647377589,398475600
2010-06-07,80.16387939453125,81.7749102783554,80.1030902613053,81.4633406055311,264609100
2010-06-08,81.0225830078125,81.18216533584612,79.52554133347219,80.22466556992131,357774300
2010-06-09,80.58943939208984,82.28405608570199,80.24747224836503,81.49373936398814,268023300
2010-06-10,82.94520568847656,83.04399312570013,80.58185583313335,81.96490894288861,317890600
2010-06-11,83.34791564941406,83.40110974718449,82.16244387183212,82.21563796960255,214128200
2010-06-14,83.21875,84.44222032854607,83.1351584274119,83.98626418798435,207196100
2010-06-15,85.1109390258789,85.18692977617891,83.65949076494144,83.80387724891729,238268700
2010-06-16,85.08056640625,85.43012859786597,84.50302609945113,84.67020927755536,216374000
2010-06-17,85.21732330322266,85.36170978053534,84.389014307049,85.32371150827758,263185800
2010-06-18,85.30972290039062,85.615132078281,85.03484998004396,85.38607519486321,174006600
2010-06-21,85.06541442871094,86.43213658744365,84.59202075802321,86.37105823099056,213140700
2010-06-22,83.66046905517578,85.43950571327903,83.5383065729163,85.06537546564584,239355400
2010-06-23,83.40088653564453,84.0117107176372,82.8282355882914,83.71393269103811,254639900
2010-06-24,82.01886749267578,83.09545384063729,81.80507878322949,82.98855948591414,268523600
2010-06-25,82.36248779296875,82.7824283705824,81.5225949871269,82.2632245566562,238726500
2010-06-28,82.10289764404297,82.70609084633593,81.8051195325109,82.484665051167,169218600
2010-06-29,79.56794738769531,82.08761413280925,79.06401753385688,80.94994327848602,373649500
